Pitcher,PitcherId,Batter,BatterId,TaggedPitchType,RelSpeed,VertApprAngle,HorzApprAngle,ExitSpeed,Distance
,,,,,,,,,
"Fogell, Zach",1000055206,"Canales, Colby",1000052536,Slider,82.93595,-6.284991,3.533033,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Canales, Colby",1000052536,Slider,81.77071,-7.170802,2.979956,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Canales, Colby",1000052536,Slider,81.95237,-6.794551,2.193989,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Canales, Colby",1000052536,Fastball,93.64219,-4.964414,-2.768837,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Canales, Colby",1000052536,Slider,82.30803,-9.182436,4.132445,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Canales, Colby",1000052536,Slider,82.97518,-6.088085,2.141714,79.62781,216.8223
,,,,,,,,,
"Fogell, Zach",1000055206,"Canales, Colby",1000052536,Fastball,93.99899,-4.659875,-0.199728,82.07855,282.89611
,,,,,,,,,
"Fogell, Zach",1000055206,"Canales, Colby",1000052536,Fastball,94.09405,-2.37065,-0.472369,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Gbur, Ben",1000209259,Slider,83.1432,-6.509572,2.657707,70.4527,
,,,,,,,,,
"Fogell, Zach",1000055206,"North, Ben",1000122192,Slider,82.34333,-6.97981,2.273233,72.28595,5.37345
,,,,,,,,,
"Fogell, Zach",1000055206,"North, Ben",1000122192,Fastball,93.27375,-5.126863,0.719517,,
,,,,,,,,,
"Fogell, Zach",1000055206,"North, Ben",1000122192,Fastball,92.98438,-4.779419,-1.447042,77.2763,
,,,,,,,,,
"Fogell, Zach",1000055206,"North, Ben",1000122192,Fastball,92.17671,-6.097772,-0.795097,,
,,,,,,,,,
"Fogell, Zach",1000055206,"North, Ben",1000122192,Fastball,93.7158,-3.217544,-0.803679,,
,,,,,,,,,
"Cancellieri, Dominic",1000060883,"Smith, David",1000090517,Curveball,69.5485,-8.258751,-0.92237,,
,,,,,,,,,
"Cancellieri, Dominic",1000060883,"Smith, David",1000090517,Fastball,88.13859,-5.720936,-0.133572,,
,,,,,,,,,
"Cancellieri, Dominic",1000060883,"Smith, David",1000090517,Fastball,88.66137,-4.701914,-1.421524,,
,,,,,,,,,
"Cancellieri, Dominic",1000060883,"Smith, David",1000090517,Fastball,89.07947,-5.677607,-1.535864,,
,,,,,,,,,
"Cancellieri, Dominic",1000060883,"Smith, David",1000090517,Fastball,88.69768,-5.031968,0.748152,80.3979,303.828
,,,,,,,,,
"Cancellieri, Dominic",1000060883,"Tammaro, Paul",1000187106,Slider,80.49382,-9.637137,-0.1162,,
,,,,,,,,,
"Cancellieri, Dominic",1000060883,"Tammaro, Paul",1000187106,Fastball,88.94381,-4.920337,1.227279,99.61442,238.09588
,,,,,,,,,
"Cancellieri, Dominic",1000060883,"Freeberger, Dominic",1000058975,Fastball,88.34436,-6.661641,1.703974,,
,,,,,,,,,
"Cancellieri, Dominic",1000060883,"Freeberger, Dominic",1000058975,Fastball,88.97627,-5.375606,1.495625,78.23224,6.719
,,,,,,,,,
"Cancellieri, Dominic",1000060883,"Freeberger, Dominic",1000058975,ChangeUp,79.99828,-5.834037,2.698562,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Huber, Ben",1000122962,Slider,76.6424,-8.004008,-2.929008,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Huber, Ben",1000122962,Slider,79.68924,-8.500693,-3.593452,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Huber, Ben",1000122962,Slider,79.18971,-7.976202,-3.142094,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Huber, Ben",1000122962,Slider,79.31023,-8.360863,-3.098255,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Huber, Ben",1000122962,Slider,78.91588,-8.251418,-2.998081,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Huber, Ben",1000122962,Slider,80.04865,-7.842393,-3.718378,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Studley, Jake",1000132385,Slider,78.94159,-7.910717,-2.665706,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Studley, Jake",1000132385,Slider,79.1108,-9.234789,-4.939649,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Studley, Jake",1000132385,Slider,80.95599,-8.024601,-4.9914,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Studley, Jake",1000132385,Slider,80.85174,-7.560282,-2.095056,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Studley, Jake",1000132385,Slider,80.11524,-8.563114,-4.74421,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Broadhurst, Luke",1000133864,Slider,80.11226,-6.49201,-1.179694,64.33486,184.91723
,,,,,,,,,
"Lidd, Marc",1000054000,"Broadhurst, Luke",1000133864,Slider,79.14182,-8.638897,-3.745101,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Broadhurst, Luke",1000133864,Slider,80.89271,-8.578631,-3.045362,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Broadhurst, Luke",1000133864,Slider,80.85872,-7.520889,-4.021928,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Broadhurst, Luke",1000133864,Slider,79.17498,-8.477037,-2.513336,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Morton, Korey",1000099613,Slider,81.26788,-9.452955,-3.473861,,
,,,,,,,,,
"Lidd, Marc",1000054000,"Morton, Korey",1000099613,Fastball,89.08719,-6.696739,2.552689,,
,,,,,,,,,
"Bergstrom, Paul",1000058643,"Morton, Korey",1000099613,Slider,75.09559,-7.841697,2.041945,,
,,,,,,,,,
"Bergstrom, Paul",1000058643,"Morton, Korey",1000099613,Slider,75.00659,-5.687296,2.757056,,
,,,,,,,,,
"Bergstrom, Paul",1000058643,"Garbowski, Matthew",1000090804,Slider,76.83021,-8.907447,4.345544,,
,,,,,,,,,
"Bergstrom, Paul",1000058643,"Garbowski, Matthew",1000090804,Slider,76.61944,-8.137502,4.474471,,
,,,,,,,,,
"Bergstrom, Paul",1000058643,"Garbowski, Matthew",1000090804,Slider,78.82627,-7.808113,4.240047,82.57107,263.27513
,,,,,,,,,
"Bergstrom, Paul",1000058643,"Padilla, Bryan",1000122972,Slider,74.62382,-6.620501,3.378139,,
,,,,,,,,,
"Bergstrom, Paul",1000058643,"Padilla, Bryan",1000122972,Fastball,85.23844,-6.744611,1.421859,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Padilla, Bryan",1000122972,Fastball,86.78604,-5.216235,0.224452,82.43423,
,,,,,,,,,
"Fogell, Zach",1000055206,"Meggs, Andrew",8898701,Slider,79.83915,-7.370057,2.954122,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Meggs, Andrew",8898701,Fastball,92.58799,-3.571833,-0.103331,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Meggs, Andrew",8898701,Fastball,92.38961,-3.670941,0.215853,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Meggs, Andrew",8898701,Slider,81.17378,-8.208995,2.966314,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Meggs, Andrew",8898701,Fastball,92.18631,-4.938824,-0.618265,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Meggs, Andrew",8898701,Fastball,90.5881,-5.16189,-0.047264,70.98959,171.86908
,,,,,,,,,
"Fogell, Zach",1000055206,"Meggs, Andrew",8898701,Fastball,91.5314,-3.29615,-1.497828,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Clifford, Nolan",1000099330,Fastball,93.01885,-3.872991,0.368793,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Clifford, Nolan",1000099330,Slider,80.36579,-6.227389,2.487131,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Clifford, Nolan",1000099330,Slider,81.27825,-5.839797,3.92971,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Lozano, Tyler",1000013465,Slider,81.72686,-6.056215,3.686229,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Lozano, Tyler",1000013465,Fastball,93.20672,-6.612932,1.508348,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Lozano, Tyler",1000013465,Fastball,92.32571,-5.041028,1.087894,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Meggs, Andrew",8898701,Slider,81.80293,-8.32942,3.871484,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Clifford, Nolan",1000099330,Fastball,92.64206,-5.066316,1.399648,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Gillen, Tate",1000077224,Fastball,91.46955,-6.405117,1.473338,,
,,,,,,,,,
"Fogell, Zach",1000055206,"Gillen, Tate",1000077224,Fastball,91.67459,-4.268407,0.004181,99.85309,79.82204
,,,,,,,,,
"Lamb, Tommy",1000050943,"Smith, David",1000090517,Fastball,87.12116,-7.165136,0.486342,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Smith, David",1000090517,Slider,77.75219,-9.361952,-0.157034,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Smith, David",1000090517,Slider,79.10659,-7.727121,-1.31415,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Smith, David",1000090517,Slider,78.99292,-5.923058,-0.560894,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Tammaro, Paul",1000187106,Slider,82.32772,-6.668793,1.566951,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Tammaro, Paul",1000187106,Slider,81.53255,-6.521717,0.771096,21.46231,19.62424
,,,,,,,,,
"Lamb, Tommy",1000050943,"Freeberger, Dominic",1000058975,Fastball,84.61026,-6.975026,1.44556,93.35305,15.91787
,,,,,,,,,
"Lamb, Tommy",1000050943,"Huber, Ben",1000122962,ChangeUp,77.20973,-7.611015,0.237785,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Huber, Ben",1000122962,ChangeUp,77.26472,-7.830524,-0.250382,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Huber, Ben",1000122962,Slider,83.24859,-8.662378,3.722301,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Studley, Jake",1000132385,ChangeUp,78.24339,-8.898782,-0.232317,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Studley, Jake",1000132385,Fastball,87.68288,-5.78901,0.160706,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Studley, Jake",1000132385,Fastball,88.18755,-6.985811,1.119843,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Studley, Jake",1000132385,Fastball,88.01733,-6.101033,0.760627,113.70568,2.51132
,,,,,,,,,
"Lamb, Tommy",1000050943,"Studley, Jake",1000132385,Fastball,87.50055,-5.540951,-1.819814,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Studley, Jake",1000132385,Fastball,85.72144,-5.646758,-0.310145,102.01876,267.97369
,,,,,,,,,
"Lamb, Tommy",1000050943,"Studley, Jake",1000132385,Fastball,88.21449,-6.641608,-0.601337,76.09978,4.6633
,,,,,,,,,
"Lamb, Tommy",1000050943,"Broadhurst, Luke",1000133864,Fastball,,,,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Broadhurst, Luke",1000133864,Slider,78.8607,-6.099361,-1.520066,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Broadhurst, Luke",1000133864,Fastball,87.99637,-4.751606,-0.01821,76.10556,237.24647
,,,,,,,,,
"Lamb, Tommy",1000050943,"Broadhurst, Luke",1000133864,Fastball,84.27362,-6.645365,2.179124,66.48999,178.52241
,,,,,,,,,
"Lamb, Tommy",1000050943,"Broadhurst, Luke",1000133864,Fastball,88.13345,-4.691987,-1.258306,,
,,,,,,,,,
"Lamb, Tommy",1000050943,"Broadhurst, Luke",1000133864,Fastball,88.36256,-5.687412,0.100696,78.42193,283.75504
,,,,,,,,,
"Willis, Justin",8899486,"Hayes, Sterling",8900099,Fastball,91.47706,-5.616976,0.356977,,
,,,,,,,,,
"Willis, Justin",8899486,"Hayes, Sterling",8900099,Slider,80.60613,-8.000449,-3.770663,,
,,,,,,,,,
"Willis, Justin",8899486,"Hayes, Sterling",8900099,Slider,81.74256,-7.34518,-3.952884,,
,,,,,,,,,
"Willis, Justin",8899486,"Sailors, Nolan",1000121572,Slider,79.10294,-9.891416,-3.691546,,
,,,,,,,,,
"Willis, Justin",8899486,"Sailors, Nolan",1000121572,Slider,80.73863,-7.174263,-1.397487,,
,,,,,,,,,
"Willis, Justin",8899486,"Sailors, Nolan",1000121572,Slider,80.60366,-6.230109,-2.451583,,
,,,,,,,,,
"Willis, Justin",8899486,"Sailors, Nolan",1000121572,Fastball,92.50994,-4.85924,-0.019876,,
,,,,,,,,,
"Willis, Justin",8899486,"Sailors, Nolan",1000121572,Slider,81.19639,-8.71475,-2.177871,,
,,,,,,,,,
"Willis, Justin",8899486,"Sailors, Nolan",1000121572,Fastball,93.0624,-4.261714,0.276647,,
,,,,,,,,,
"Willis, Justin",8899486,"Canales, Colby",1000052536,Fastball,92.49453,-4.227778,-0.870684,,
,,,,,,,,,
"Willis, Justin",8899486,"Canales, Colby",1000052536,Slider,80.29687,-9.999802,-4.260688,,
,,,,,,,,,
"Willis, Justin",8899486,"Canales, Colby",1000052536,Slider,80.30985,-7.326955,-3.498214,58.43612,3.32432
,,,,,,,,,
"Willis, Justin",8899486,"Canales, Colby",1000052536,Fastball,92.28371,-5.101125,0.925468,,
,,,,,,,,,
"Willis, Justin",8899486,"Canales, Colby",1000052536,Slider,81.23407,-9.045282,-3.951608,,
,,,,,,,,,
"Willis, Justin",8899486,"Canales, Colby",1000052536,Slider,80.7375,-7.475877,-3.876838,76.14378,112.12006
